SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,LANDAREA_AVG,LIVINGAREA_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,LANDAREA_MODE,LIVINGAREA_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,LANDAREA_MEDI,LIVINGAREA_MEDI,NONLIVINGAREA_MEDI,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
422142,0,Cash loans,M,N,Y,0,216000.0,810000.0,47358.0,810000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0116569999999999,-18078,-2477,-1397.0,-1508,1,1,1,1,0,0,1.0,1,1,MONDAY,9,0,0,0,0,0,0,,0.6058242372184671,,0.0784,0.079,0.9752,0.0,0.1379,0.1667,0.0,0.0591,0.0108,0.0798,0.0819999999999999,0.9752,0.0,0.1379,0.1667,0.0,0.0616,0.0114,0.0791,0.079,0.9752,0.0,0.1379,0.1667,0.0,0.0601,0.011,block of flats,0.0538,"Stone, brick",No,0.0,0.0,0.0,0.0,-1067.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
176951,0,Revolving loans,F,N,Y,0,180000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-8207,-1006,-117.0,-870,1,1,0,1,0,0,2.0,2,2,SUNDAY,14,0,0,0,0,0,0,,0.2109044237794976,,0.2639,0.0795,0.9796,0.16,0.069,0.625,0.1364,0.2786,0.0018,0.2689,0.0825,0.9796,0.1611,0.069,0.625,0.1395,0.2903,0.0019,0.2665,0.0795,0.9796,0.16,0.069,0.625,0.1388,0.2836,0.0018,block of flats,0.2192,Panel,No,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
261938,0,Cash loans,F,N,Y,0,202500.0,403330.5,27081.0,333000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.04622,-10313,-795,-3319.0,-257,1,1,0,1,0,0,2.0,1,1,WEDNESDAY,12,0,0,0,0,0,0,0.1788953152691445,0.6766146177983713,0.4048783643353997,0.2216,0.1314,0.9806,0.24,0.2069,0.3333,0.0695,0.22,0.0084,0.2258,0.1364,0.9806,0.2417,0.2069,0.3333,0.0711,0.2292,0.0089,0.2238,0.1314,0.9806,0.24,0.2069,0.3333,0.0707,0.224,0.0085,block of flats,0.2034,Panel,No,0.0,0.0,0.0,0.0,-407.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
107877,1,Cash loans,F,Y,N,0,130500.0,776304.0,22378.5,648000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.020246,-10586,-503,-2047.0,-1851,1,1,0,1,0,0,2.0,3,3,WEDNESDAY,9,0,0,0,0,1,1,0.1877043375364236,0.1919291268490098,0.3233112448967859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-345.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
226929,0,Cash loans,F,Y,N,0,135000.0,288873.0,16258.5,238500.0,"Spouse, partner",State servant,Secondary / secondary special,Married,With parents,0.006629,-10488,-1779,-4184.0,-1255,1,1,0,1,0,0,2.0,2,2,SATURDAY,8,0,0,0,1,1,0,,0.6852374287913301,0.5082869913916046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1068.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
114466,1,Cash loans,M,Y,Y,1,103500.0,473760.0,51151.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-17921,-5393,-3927.0,-1447,1,1,1,1,1,0,3.0,2,2,TUESDAY,15,0,1,1,0,1,1,,0.3264777298760332,,0.101,0.1139,0.9801,0.0,0.2069,0.1667,0.0896,0.0873,0.0056,0.1029,0.1182,0.9801,0.0,0.2069,0.1667,0.0917,0.091,0.006,0.102,0.1139,0.9801,0.0,0.2069,0.1667,0.0912,0.0889,0.0057,block of flats,0.0699,"Stone, brick",No,1.0,0.0,1.0,0.0,-35.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
265202,0,Cash loans,M,Y,N,0,202500.0,348264.0,19993.5,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-16122,-257,-8309.0,-4684,1,1,1,1,1,0,2.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,0.2989425070837402,0.5637899871136705,0.7503751495159068,0.3804,0.4369,0.9856,0.4,0.3448,0.3333,0.2077,0.3861,0.0009,0.3876,0.4534,0.9856,0.4028,0.3448,0.3333,0.2124,0.4023,0.001,0.3841,0.4369,0.9856,0.4,0.3448,0.3333,0.2113,0.3931,0.001,block of flats,0.3039,Panel,No,0.0,0.0,0.0,0.0,-1590.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
219182,1,Revolving loans,M,N,Y,1,103500.0,270000.0,13500.0,270000.0,Family,Working,Secondary / secondary special,Separated,House / apartment,0.026392,-12817,-400,-6868.0,-4239,1,1,1,1,1,0,2.0,2,2,SATURDAY,17,0,0,0,0,0,0,0.0816596306264963,0.0019841980419616,0.3723336657058204,0.0278,0.0578,0.9896,0.0,0.1034,0.0833,0.0287,0.0287,0.0,0.0284,0.06,0.9896,0.0,0.1034,0.0833,0.0293,0.0299,0.0,0.0281,0.0578,0.9896,0.0,0.1034,0.0833,0.0292,0.0293,0.0,block of flats,0.0226,Panel,No,4.0,0.0,4.0,0.0,-793.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
205982,0,Cash loans,F,N,N,0,94500.0,207000.0,13963.5,207000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.028663,-17352,-3576,-2630.0,-879,1,1,0,1,1,0,2.0,2,2,MONDAY,10,0,0,0,0,0,0,,0.0302822997276554,0.5226973172821112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-542.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
432484,0,Cash loans,F,N,Y,1,225000.0,238500.0,23364.0,238500.0,Children,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018634,-17191,-1806,-7461.0,-740,1,1,0,1,0,0,3.0,2,2,TUESDAY,13,0,0,0,0,0,0,,0.3620613486370127,0.6528965519806539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-410.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
281139,0,Cash loans,F,N,Y,0,180000.0,1125000.0,60070.5,1125000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.026392,-17639,-4504,-8776.0,-1153,1,1,0,1,0,0,2.0,2,2,SUNDAY,14,0,0,0,0,0,0,,0.6884686495932073,0.7151031019926098,0.2144,0.155,0.9871,0.24,0.2069,0.3333,,0.1483,,0.2185,0.1608,0.9871,0.2417,0.2069,0.3333,,0.1545,,0.2165,0.155,0.9871,0.24,0.2069,0.3333,,0.151,,block of flats,0.2303,Panel,No,2.0,0.0,2.0,0.0,-1421.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
382554,0,Cash loans,F,Y,Y,2,180000.0,1078200.0,31653.0,900000.0,"Spouse, partner",Working,Higher education,Married,House / apartment,0.010006,-13874,-261,-550.0,-4409,1,1,1,1,1,0,4.0,2,2,MONDAY,16,0,0,0,0,0,0,0.8266524151563969,0.5631821874651504,0.7281412993111438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-545.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
307422,0,Cash loans,F,N,N,2,270000.0,657166.5,33682.5,531000.0,Family,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,0.032561,-16396,-2517,-10516.0,-6072,1,1,0,1,0,0,3.0,1,1,SATURDAY,17,0,0,0,0,0,0,0.4236285235498112,0.6372701063773061,0.4489622731076524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1421.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0
347385,0,Cash loans,F,N,Y,0,292500.0,840951.0,33480.0,679500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0116569999999999,-18764,-9258,-748.0,-2324,1,1,0,1,0,0,2.0,1,1,WEDNESDAY,18,0,0,0,0,0,0,0.7913905674342798,0.6409872217922984,0.1614630800057724,0.0619,0.1309,0.996,0.0,0.0345,0.1667,0.0227,0.105,0.0,0.063,0.1358,0.996,0.0,0.0345,0.1667,0.0232,0.1094,0.0,0.0625,0.1309,0.996,0.0,0.0345,0.1667,0.0231,0.1069,0.0,block of flats,0.0917,Panel,No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
154372,0,Cash loans,F,N,Y,2,76500.0,467667.0,37080.0,423000.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.009175,-11325,-4771,-4354.0,-1986,1,1,1,1,0,0,4.0,2,2,TUESDAY,12,0,0,0,1,0,1,,0.7210010063337017,0.7136313997323308,0.0619,0.0801,0.9846,0.0,0.1034,0.1667,0.0,0.0653,0.0243,0.063,0.0831,0.9846,0.0,0.1034,0.1667,0.0,0.068,0.0257,0.0625,0.0801,0.9846,0.0,0.1034,0.1667,0.0,0.0664,0.0248,block of flats,0.0513,Panel,No,1.0,0.0,1.0,0.0,-877.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
152108,0,Cash loans,M,N,Y,0,148500.0,495000.0,15966.0,495000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.026392,-18684,-1182,-9612.0,-2214,1,1,1,1,1,0,1.0,2,2,THURSDAY,11,0,0,0,0,1,1,,0.596928580770553,0.5172965813614878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,-824.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,7.0
